team,coach,no,pos,name,caps,goals,club,clubnat
Egypt,Héctor Cúper,1,GK,Essam El Hadary,158,0,Al Taawoun,KSA
Egypt,Héctor Cúper,2,DF,Ali Gabr,21,1,West Bromwich Albion,ENG
Egypt,Héctor Cúper,3,DF,Ahmed Elmohamady,78,2,Aston Villa,ENG
Egypt,Héctor Cúper,4,MF,Omar Gaber,24,0,Los Angeles FC,USA
Egypt,Héctor Cúper,5,MF,Sam Morsy,5,0,Wigan Athletic,ENG
Egypt,Héctor Cúper,6,DF,Ahmed Hegazi,45,1,West Bromwich Albion,ENG
Egypt,Héctor Cúper,7,DF,Ahmed Fathy,126,3,Al Ahly,EGY
Egypt,Héctor Cúper,8,MF,Tarek Hamed,21,0,Zamalek,EGY
Egypt,Héctor Cúper,9,FW,Marwan Mohsen,24,4,Al Ahly,EGY
Egypt,Héctor Cúper,10,FW,Mohamed Salah,57,33,Liverpool,ENG
Egypt,Héctor Cúper,11,FW,Kahraba,19,3,Al-Ittihad,KSA
Egypt,Héctor Cúper,12,DF,Ayman Ashraf,4,0,Al Ahly,EGY
Egypt,Héctor Cúper,13,DF,Mohamed Abdel Shafy,51,1,Al Fateh,KSA
Egypt,Héctor Cúper,14,FW,Ramadan Sobhi,23,1,Stoke City,ENG
Egypt,Héctor Cúper,15,DF,Mahmoud Hamdy,0,0,Zamalek,EGY
Egypt,Héctor Cúper,16,GK,Sherif Ekramy,22,0,Al Ahly,EGY
Egypt,Héctor Cúper,17,MF,Mohamed Elneny,61,5,Arsenal,ENG
Egypt,Héctor Cúper,18,FW,Shikabala,29,2,Al Raed,KSA
Egypt,Héctor Cúper,19,MF,Abdallah El Said,36,6,KuPS,FIN
Egypt,Héctor Cúper,20,DF,Saad Samir,11,0,Al Ahly,EGY
Egypt,Héctor Cúper,21,MF,Trézéguet,24,2,Kasımpaşa,TUR
Egypt,Héctor Cúper,22,FW,Amr Warda,16,0,Atromitos,GRE
Egypt,Héctor Cúper,23,GK,Mohamed El Shenawy,3,0,Al Ahly,EGY
Russia,Stanislav Cherchesov,1,GK,Igor Akinfeev,106,0,CSKA Moscow,RUS
Russia,Stanislav Cherchesov,2,DF,Mário Fernandes,5,0,CSKA Moscow,RUS
Russia,Stanislav Cherchesov,3,DF,Ilya Kutepov,7,0,Spartak Moscow,RUS
Russia,Stanislav Cherchesov,4,DF,Sergei Ignashevich,122,8,CSKA Moscow,RUS
Russia,Stanislav Cherchesov,5,DF,Andrei Semyonov,6,0,Akhmat Grozny,RUS
Russia,Stanislav Cherchesov,6,MF,Denis Cheryshev,11,0,Villarreal,ESP
Russia,Stanislav Cherchesov,7,MF,Daler Kuzyayev,6,0,Zenit Saint Petersburg,RUS
Russia,Stanislav Cherchesov,8,MF,Yury Gazinsky,6,0,Krasnodar,RUS
Russia,Stanislav Cherchesov,9,MF,Alan Dzagoev,57,9,CSKA Moscow,RUS
Russia,Stanislav Cherchesov,10,FW,Fyodor Smolov,32,12,Krasnodar,RUS
Russia,Stanislav Cherchesov,11,MF,Roman Zobnin,12,0,Spartak Moscow,RUS
Russia,Stanislav Cherchesov,12,GK,Andrey Lunyov,3,0,Zenit Saint Petersburg,RUS
Russia,Stanislav Cherchesov,13,DF,Fyodor Kudryashov,19,0,Rubin Kazan,RUS
Russia,Stanislav Cherchesov,14,DF,Vladimir Granat,12,1,Rubin Kazan,RUS
Russia,Stanislav Cherchesov,15,MF,Aleksei Miranchuk,18,4,Lokomotiv Moscow,RUS
Russia,Stanislav Cherchesov,16,MF,Anton Miranchuk,6,0,Lokomotiv Moscow,RUS
Russia,Stanislav Cherchesov,17,MF,Aleksandr Golovin,19,2,CSKA Moscow,RUS
Russia,Stanislav Cherchesov,18,MF,Yuri Zhirkov,84,2,Zenit Saint Petersburg,RUS
Russia,Stanislav Cherchesov,19,MF,Aleksandr Samedov,48,7,Spartak Moscow,RUS
Russia,Stanislav Cherchesov,20,GK,Vladimir Gabulov,10,0,Club Brugge,BEL
Russia,Stanislav Cherchesov,21,MF,Aleksandr Yerokhin,17,0,Zenit Saint Petersburg,RUS
Russia,Stanislav Cherchesov,22,FW,Artem Dzyuba,23,11,Arsenal Tula,RUS
Russia,Stanislav Cherchesov,23,DF,Igor Smolnikov,27,0,Zenit Saint Petersburg,RUS
Saudi Arabia,Juan Antonio Pizzi,1,GK,Abdullah Al-Mayouf,11,0,Al Hilal,KSA
Saudi Arabia,Juan Antonio Pizzi,2,DF,Mansoor Al-Harbi,40,1,Al Ahli,KSA
Saudi Arabia,Juan Antonio Pizzi,3,DF,Osama Hawsawi,135,7,Al Hilal,KSA
Saudi Arabia,Juan Antonio Pizzi,4,DF,Ali Al-Bulaihi,4,0,Al Hilal,KSA
Saudi Arabia,Juan Antonio Pizzi,5,DF,Omar Hawsawi,42,3,Al Nassr,KSA
Saudi Arabia,Juan Antonio Pizzi,6,DF,Mohammed Al-Breik,11,1,Al Hilal,KSA
Saudi Arabia,Juan Antonio Pizzi,7,MF,Salman Al-Faraj,43,3,Al Hilal,KSA
Saudi Arabia,Juan Antonio Pizzi,8,MF,Yahya Al-Shehri,57,8,Leganés,ESP
Saudi Arabia,Juan Antonio Pizzi,9,MF,Hattan Bahebri,5,0,Al Shabab,KSA
Saudi Arabia,Juan Antonio Pizzi,10,FW,Mohammad Al-Sahlawi,40,28,Al Nassr,KSA
Saudi Arabia,Juan Antonio Pizzi,11,MF,Abdulmalek Al-Khaibri,36,0,Al Hilal,KSA
Saudi Arabia,Juan Antonio Pizzi,12,MF,Mohamed Kanno,6,1,Al Hilal,KSA
Saudi Arabia,Juan Antonio Pizzi,13,DF,Yasser Al-Shahrani,37,0,Al Hilal,KSA
Saudi Arabia,Juan Antonio Pizzi,14,MF,Abdullah Otayf,16,1,Al Hilal,KSA
Saudi Arabia,Juan Antonio Pizzi,15,MF,Abdullah Al-Khaibari,5,0,Al Shabab,KSA
Saudi Arabia,Juan Antonio Pizzi,16,MF,Housain Al-Mogahwi,18,1,Al Ahli,KSA
Saudi Arabia,Juan Antonio Pizzi,17,MF,Taisir Al-Jassim,132,19,Al Ahli,KSA
Saudi Arabia,Juan Antonio Pizzi,18,MF,Salem Al-Dawsari,33,4,Villarreal,ESP
Saudi Arabia,Juan Antonio Pizzi,19,FW,Fahad Al-Muwallad,45,10,Levante,ESP
Saudi Arabia,Juan Antonio Pizzi,20,FW,Muhannad Assiri,18,4,Al Ahli,KSA
Saudi Arabia,Juan Antonio Pizzi,21,GK,Yasser Al-Mosailem,32,0,Al Ahli,KSA
Saudi Arabia,Juan Antonio Pizzi,22,GK,Mohammed Al-Owais,6,0,Al Ahli,KSA
Saudi Arabia,Juan Antonio Pizzi,23,DF,Motaz Hawsawi,17,0,Al Ahli,KSA
Uruguay,Óscar Tabárez,1,GK,Fernando Muslera,97,0,Galatasaray,TUR
Uruguay,Óscar Tabárez,2,DF,José Giménez,42,5,Atlético Madrid,ESP
Uruguay,Óscar Tabárez,3,DF,Diego Godín,116,8,Atlético Madrid,ESP
Uruguay,Óscar Tabárez,4,DF,Guillermo Varela,3,0,Peñarol,URU
Uruguay,Óscar Tabárez,5,MF,Carlos Sánchez,36,1,Monterrey,MEX
Uruguay,Óscar Tabárez,6,MF,Rodrigo Bentancur,7,0,Juventus,ITA
Uruguay,Óscar Tabárez,7,MF,Cristian Rodríguez,105,11,Peñarol,URU
Uruguay,Óscar Tabárez,8,MF,Nahitan Nández,12,0,Boca Juniors,ARG
Uruguay,Óscar Tabárez,9,FW,Luis Suárez,98,51,Barcelona,ESP
Uruguay,Óscar Tabárez,10,FW,Giorgian De Arrascaeta,14,2,Cruzeiro,BRA
Uruguay,Óscar Tabárez,11,FW,Cristhian Stuani,41,5,Girona,ESP
Uruguay,Óscar Tabárez,12,GK,Martín Campaña,1,0,Independiente,ARG
Uruguay,Óscar Tabárez,13,DF,Gastón Silva,17,0,Independiente,ARG
Uruguay,Óscar Tabárez,14,MF,Lucas Torreira,3,0,Sampdoria,ITA
Uruguay,Óscar Tabárez,15,MF,Matías Vecino,22,1,Inter Milan,ITA
Uruguay,Óscar Tabárez,16,DF,Maxi Pereira,125,3,Porto,POR
Uruguay,Óscar Tabárez,17,MF,Diego Laxalt,6,0,Genoa,ITA
Uruguay,Óscar Tabárez,18,FW,Maxi Gómez,5,0,Celta Vigo,ESP
Uruguay,Óscar Tabárez,19,DF,Sebastián Coates,30,1,Sporting CP,POR
Uruguay,Óscar Tabárez,20,FW,Jonathan Urretaviscaya,4,0,Monterrey,MEX
Uruguay,Óscar Tabárez,21,FW,Edinson Cavani,101,42,Paris Saint-Germain,FRA
Uruguay,Óscar Tabárez,22,DF,Martín Cáceres,76,4,Lazio,ITA
Uruguay,Óscar Tabárez,23,GK,Martín Silva,11,0,Vasco da Gama,BRA
Iran,Carlos Queiroz,1,GK,Alireza Beiranvand,22,0,Persepolis,IRN
Iran,Carlos Queiroz,2,MF,Mehdi Torabi,17,4,Saipa,IRN
Iran,Carlos Queiroz,3,DF,Ehsan Hajsafi,94,6,Olympiacos,GRE
Iran,Carlos Queiroz,4,MF,Rouzbeh Cheshmi,10,1,Esteghlal,IRN
Iran,Carlos Queiroz,5,DF,Milad Mohammadi,19,0,Akhmat Grozny,RUS
Iran,Carlos Queiroz,6,MF,Saeid Ezatolahi,25,1,Amkar Perm,RUS
Iran,Carlos Queiroz,7,MF,Masoud Shojaei,74,8,AEK Athens,GRE
Iran,Carlos Queiroz,8,DF,Morteza Pouraliganji,27,2,Al Sadd,QAT
Iran,Carlos Queiroz,9,MF,Omid Ebrahimi,30,0,Esteghlal,IRN
Iran,Carlos Queiroz,10,FW,Karim Ansarifard,64,17,Olympiacos,GRE
Iran,Carlos Queiroz,11,MF,Vahid Amiri,36,1,Persepolis,IRN
Iran,Carlos Queiroz,12,GK,Mohammad Rashid Mazaheri,3,0,Zob Ahan,IRN
Iran,Carlos Queiroz,13,DF,Mohammad Reza Khanzadeh,11,1,Padideh,IRN
Iran,Carlos Queiroz,14,MF,Saman Ghoddos,8,1,Östersund,SWE
Iran,Carlos Queiroz,15,DF,Pejman Montazeri,46,1,Esteghlal,IRN
Iran,Carlos Queiroz,16,FW,Reza Ghoochannejhad,43,17,Heerenveen,NED
Iran,Carlos Queiroz,17,FW,Mehdi Taremi,26,11,Al-Gharafa,QAT
Iran,Carlos Queiroz,18,FW,Alireza Jahanbakhsh,38,4,AZ,NED
Iran,Carlos Queiroz,19,DF,Majid Hosseini,1,0,Esteghlal,IRN
Iran,Carlos Queiroz,20,FW,Sardar Azmoun,33,23,Rubin Kazan,RUS
Iran,Carlos Queiroz,21,MF,Ashkan Dejagah,46,9,Nottingham Forest,ENG
Iran,Carlos Queiroz,22,GK,Amir Abedzadeh,1,0,Marítimo,POR
Iran,Carlos Queiroz,23,DF,Ramin Rezaeian,28,2,Oostende,BEL
Morocco,Hervé Renard,1,GK,Yassine Bounou,11,0,Girona,ESP
Morocco,Hervé Renard,2,DF,Achraf Hakimi,10,1,Real Madrid,ESP
Morocco,Hervé Renard,3,DF,Hamza Mendyl,13,0,Lille,FRA
Morocco,Hervé Renard,4,DF,Manuel da Costa,28,1,İstanbul Başakşehir,TUR
Morocco,Hervé Renard,5,DF,Medhi Benatia,57,2,Juventus,ITA
Morocco,Hervé Renard,6,DF,Romain Saïss,24,1,Wolverhampton Wanderers,ENG
Morocco,Hervé Renard,7,MF,Hakim Ziyech,18,9,Ajax,NED
Morocco,Hervé Renard,8,MF,Karim El Ahmadi,51,1,Feyenoord,NED
Morocco,Hervé Renard,9,FW,Ayoub El Kaabi,10,11,RS Berkane,MAR
Morocco,Hervé Renard,10,MF,Younès Belhanda,47,5,Galatasaray,TUR
Morocco,Hervé Renard,11,MF,Fayçal Fajr,23,2,Getafe,ESP
Morocco,Hervé Renard,12,GK,Munir Mohamedi,27,0,Numancia,ESP
Morocco,Hervé Renard,13,FW,Khalid Boutaïb,18,7,Yeni Malatyaspor,TUR
Morocco,Hervé Renard,14,MF,Mbark Boussoufa,59,7,Al Jazira,UAE
Morocco,Hervé Renard,15,MF,Youssef Aït Bennasser,14,0,Caen,FRA
Morocco,Hervé Renard,16,MF,Nordin Amrabat,44,4,Leganés,ESP
Morocco,Hervé Renard,17,DF,Nabil Dirar,34,3,Fenerbahçe,TUR
Morocco,Hervé Renard,18,MF,Amine Harit,6,0,Schalke 04,GER
Morocco,Hervé Renard,19,FW,Youssef En-Nesyri,16,2,Málaga,ESP
Morocco,Hervé Renard,20,FW,Aziz Bouhaddouz,15,3,FC St. Pauli,GER
Morocco,Hervé Renard,21,MF,Sofyan Amrabat,6,0,Feyenoord,NED
Morocco,Hervé Renard,22,GK,Ahmed Reda Tagnaouti,2,0,IR Tanger,MAR
Morocco,Hervé Renard,23,MF,Mehdi Carcela,20,1,Standard Liège,BEL
Portugal,Fernando Santos,1,GK,Rui Patrício,69,0,Sporting CP,POR
Portugal,Fernando Santos,2,DF,Bruno Alves,96,11,Rangers,SCO
Portugal,Fernando Santos,3,DF,Pepe,95,5,Beşiktaş,TUR
Portugal,Fernando Santos,4,MF,Manuel Fernandes,14,3,Lokomotiv Moscow,RUS
Portugal,Fernando Santos,5,DF,Raphaël Guerreiro,24,2,Borussia Dortmund,GER
Portugal,Fernando Santos,6,DF,José Fonte,31,0,Dalian Yifang,CHN
Portugal,Fernando Santos,7,FW,Cristiano Ronaldo,150,81,Real Madrid,ESP
Portugal,Fernando Santos,8,MF,João Moutinho,110,7,Monaco,FRA
Portugal,Fernando Santos,9,FW,André Silva,23,12,Milan,ITA
Portugal,Fernando Santos,10,MF,João Mário,36,2,West Ham United,ENG
Portugal,Fernando Santos,11,MF,Bernardo Silva,25,2,Manchester City,ENG
Portugal,Fernando Santos,12,GK,Anthony Lopes,7,0,Lyon,FRA
Portugal,Fernando Santos,13,DF,Rúben Dias,1,0,Benfica,POR
Portugal,Fernando Santos,14,MF,William Carvalho,43,2,Sporting CP,POR
Portugal,Fernando Santos,15,DF,Ricardo Pereira,4,0,Porto,POR
Portugal,Fernando Santos,16,MF,Bruno Fernandes,6,1,Sporting CP,POR
Portugal,Fernando Santos,17,FW,Gonçalo Guedes,10,3,Valencia,ESP
Portugal,Fernando Santos,18,FW,Gelson Martins,18,0,Sporting CP,POR
Portugal,Fernando Santos,19,DF,Mário Rui,4,0,Napoli,ITA
Portugal,Fernando Santos,20,FW,Ricardo Quaresma,77,9,Beşiktaş,TUR
Portugal,Fernando Santos,21,DF,Cédric,29,1,Southampton,ENG
Portugal,Fernando Santos,22,GK,Beto,14,0,Göztepe,TUR
Portugal,Fernando Santos,23,MF,Adrien Silva,23,1,Leicester City,ENG
Spain,Fernando Hierro,1,GK,David de Gea,29,0,Manchester United,ENG
Spain,Fernando Hierro,2,DF,Dani Carvajal,15,0,Real Madrid,ESP
Spain,Fernando Hierro,3,DF,Gerard Piqué,98,5,Barcelona,ESP
Spain,Fernando Hierro,4,DF,Nacho,17,0,Real Madrid,ESP
Spain,Fernando Hierro,5,MF,Sergio Busquets,103,2,Barcelona,ESP
Spain,Fernando Hierro,6,MF,Andrés Iniesta,127,14,Barcelona,ESP
Spain,Fernando Hierro,7,MF,Saúl,10,0,Atlético Madrid,ESP
Spain,Fernando Hierro,8,MF,Koke,40,0,Atlético Madrid,ESP
Spain,Fernando Hierro,9,FW,Rodrigo,6,2,Valencia,ESP
Spain,Fernando Hierro,10,MF,Thiago,29,2,Bayern Munich,GER
Spain,Fernando Hierro,11,FW,Lucas Vázquez,7,0,Real Madrid,ESP
Spain,Fernando Hierro,12,DF,Álvaro Odriozola,4,1,Real Sociedad,ESP
Spain,Fernando Hierro,13,GK,Kepa Arrizabalaga,1,0,Athletic Bilbao,ESP
Spain,Fernando Hierro,14,DF,César Azpilicueta,22,0,Chelsea,ENG
Spain,Fernando Hierro,15,DF,Sergio Ramos,152,13,Real Madrid,ESP
Spain,Fernando Hierro,16,DF,Nacho Monreal,22,1,Arsenal,ENG
Spain,Fernando Hierro,17,FW,Iago Aspas,10,5,Celta Vigo,ESP
Spain,Fernando Hierro,18,DF,Jordi Alba,62,8,Barcelona,ESP
Spain,Fernando Hierro,19,FW,Diego Costa,20,7,Atlético Madrid,ESP
Spain,Fernando Hierro,20,MF,Marco Asensio,12,0,Real Madrid,ESP
Spain,Fernando Hierro,21,FW,David Silva,121,35,Manchester City,ENG
Spain,Fernando Hierro,22,MF,Isco,28,10,Real Madrid,ESP
Spain,Fernando Hierro,23,GK,Pepe Reina,36,0,Napoli,ITA
Australia,Bert van Marwijk,1,GK,Mathew Ryan,44,0,Brighton & Hove Albion,ENG
Australia,Bert van Marwijk,2,DF,Miloš Degenek,18,0,Yokohama F. Marinos,JPN
Australia,Bert van Marwijk,3,DF,James Meredith,2,0,Millwall,ENG
Australia,Bert van Marwijk,4,FW,Tim Cahill,106,50,Millwall,ENG
Australia,Bert van Marwijk,5,DF,Mark Milligan,71,6,Al Ahli,KSA
Australia,Bert van Marwijk,6,DF,Matthew Jurman,4,0,Suwon Samsung Bluewings,KOR
Australia,Bert van Marwijk,7,FW,Mathew Leckie,53,8,Hertha BSC,GER
Australia,Bert van Marwijk,8,MF,Massimo Luongo,36,5,Queens Park Rangers,ENG
Australia,Bert van Marwijk,9,FW,Tomi Juric,35,8,Luzern,SUI
Australia,Bert van Marwijk,10,FW,Robbie Kruse,64,5,VfL Bochum,GER
Australia,Bert van Marwijk,11,FW,Andrew Nabbout,4,1,Urawa Red Diamonds,JPN
Australia,Bert van Marwijk,12,GK,Brad Jones,6,0,Feyenoord,NED
Australia,Bert van Marwijk,13,MF,Aaron Mooy,34,5,Huddersfield Town,ENG
Australia,Bert van Marwijk,14,FW,Jamie Maclaren,6,0,Hibernian,SCO
Australia,Bert van Marwijk,15,MF,Mile Jedinak,76,18,Aston Villa,ENG
Australia,Bert van Marwijk,16,DF,Aziz Behich,23,2,Bursaspor,TUR
Australia,Bert van Marwijk,17,FW,Daniel Arzani,2,1,Melbourne City,AUS
Australia,Bert van Marwijk,18,GK,Danny Vukovic,1,0,Genk,BEL
Australia,Bert van Marwijk,19,DF,Josh Risdon,8,0,Western Sydney Wanderers,AUS
Australia,Bert van Marwijk,20,DF,Trent Sainsbury,35,3,Grasshopper,SUI
Australia,Bert van Marwijk,21,FW,Dimitri Petratos,2,0,Newcastle Jets,AUS
Australia,Bert van Marwijk,22,MF,Jackson Irvine,19,2,Hull City,ENG
Australia,Bert van Marwijk,23,MF,Tom Rogic,37,7,Celtic,SCO
Denmark,Åge Hareide,1,GK,Kasper Schmeichel,35,0,Leicester City,ENG
Denmark,Åge Hareide,2,MF,Michael Krohn-Dehli,59,6,Deportivo La Coruña,ESP
Denmark,Åge Hareide,3,DF,Jannik Vestergaard,16,1,Borussia Mönchengladbach,GER
Denmark,Åge Hareide,4,DF,Simon Kjær,78,3,Sevilla,ESP
Denmark,Åge Hareide,5,DF,Jonas Knudsen,3,0,Ipswich Town,ENG
Denmark,Åge Hareide,6,DF,Andreas Christensen,16,1,Chelsea,ENG
Denmark,Åge Hareide,7,MF,William Kvist,80,2,Copenhagen,DEN
Denmark,Åge Hareide,8,MF,Thomas Delaney,27,4,Werder Bremen,GER
